# Northing Easting Elevation
5696178 487142 1
5696178 488142 1
5696178 489142 1
5696178 490142 1
5696178 491142 1
5696178 492142 1
5696178 493142 1
5696178 494142 1
5696178 495142 1
5696178 496142 1
5696178 497142 1
5696178 498142 1
5696178 499142 1
5696178 500142 1
5696178 501142 1
5696178 502142 1
5696178 503142 1
5696178 504142 1
5696178 505142 1
5696178 506142 1
5696178 507142 1
5696178 508142 1
5696178 509142 1
5696178 510142 1
5696178 511142 1
5696178 512142 1
5696178 513142 1
5696178 514142 1
5696178 515142 1
5696178 516142 1
5696178 517142 1
5696178 518142 1
5696178 519142 1
5696178 520142 1
5696178 521142 1
5696178 522142 1
5696178 523142 1
5696178 524142 1
5696178 525142 1
5696178 526142 1
5696178 527142 1
5696178 528142 1
5696178 529142 1
5696178 530142 1
5696178 531142 1
5696178 532142 1
5696178 533142 1
5696178 534142 1
5696178 535142 1
5697178 432142 1
5697178 433142 1
5697178 434142 1
5697178 435142 1
5697178 436142 1
5697178 437142 1
5697178 438142 1
5697178 439142 1
5697178 440142 1
5697178 441142 1
5697178 442142 1
5697178 443142 1
5697178 444142 1
5697178 445142 1
5697178 446142 1
5697178 447142 1
5697178 448142 1
5697178 449142 1
5697178 450142 1
5697178 451142 1
5697178 452142 1
5697178 453142 1
5697178 454142 1
5697178 455142 1
5697178 456142 1
5697178 457142 1
5697178 458142 1
5697178 459142 1
5697178 460142 1
5697178 461142 1
5697178 462142 1
5697178 463142 1
5697178 464142 1
5697178 465142 1
5697178 466142 1
5697178 467142 1
5697178 468142 1
5697178 469142 1
5697178 470142 1
5697178 471142 1
5697178 472142 1
5697178 473142 1
5697178 474142 1
5697178 475142 1
5697178 476142 1
5697178 477142 1
5697178 478142 1
5697178 479142 1
5697178 480142 1
5697178 481142 1
5697178 482142 1
5697178 483142 1
5697178 484142 1
5697178 485142 1
5697178 486142 1
5697178 487142 1
5697178 488142 1
5697178 489142 1
5697178 490142 1
5697178 491142 1
5697178 492142 1
5697178 493142 1
5697178 494142 1
5697178 495142 1
5697178 496142 1
5697178 497142 1
5697178 498142 1
5697178 499142 1
5697178 500142 1
5697178 501142 1
5697178 502142 1
5697178 503142 1
5697178 504142 1
5697178 505142 1
5697178 506142 1
5697178 507142 1
5697178 508142 1
5697178 509142 1
5697178 510142 1
5697178 511142 1
5697178 512142 1
5697178 513142 1
5697178 514142 1
5697178 515142 1
5697178 516142 1
5697178 517142 1
5697178 518142 1
5697178 519142 1
5697178 520142 1
5697178 521142 1
5697178 522142 1
5697178 523142 1
5697178 524142 1
5697178 525142 1
5697178 526142 1
5697178 527142 1
5697178 528142 1
5697178 529142 1
5697178 530142 1
5697178 531142 1
5697178 532142 1
5697178 533142 1
5697178 534142 1
5697178 535142 1
5698178 432142 1
5698178 433142 1
5698178 434142 1
5698178 435142 1
5698178 436142 1
5698178 437142 1
5698178 438142 1
5698178 439142 1
5698178 440142 1
5698178 441142 1
5698178 442142 1
5698178 443142 1
5698178 444142 1
5698178 445142 1
5698178 446142 1
5698178 447142 1
5698178 448142 1
5698178 449142 1
5698178 450142 1
5698178 451142 1
5698178 452142 1
5698178 453142 1
5698178 454142 1
5698178 455142 1
5698178 456142 1
5698178 457142 1
5698178 458142 1
5698178 459142 1
5698178 460142 1
5698178 461142 1
5698178 462142 1
5698178 463142 1
5698178 464142 1
5698178 465142 1
5698178 466142 1
5698178 467142 1
5698178 468142 1
5698178 469142 1
5698178 470142 1
5698178 471142 1
5698178 472142 1
5698178 473142 1
5698178 474142 1
5698178 475142 1
5698178 476142 1
5698178 477142 1
5698178 478142 1
5698178 479142 1
5698178 480142 1
5698178 481142 1
5698178 482142 1
5698178 483142 1
5698178 484142 1
5698178 485142 1
5698178 486142 1
5698178 487142 1
5698178 488142 1
5698178 489142 1
5698178 490142 1
5698178 491142 1
5698178 492142 1
5698178 493142 1
5698178 494142 1
5698178 495142 1
5698178 496142 1
5698178 497142 1
5698178 498142 1
5698178 499142 1
5698178 500142 1
5698178 501142 1
5698178 502142 1
5698178 503142 1
5698178 504142 1
5698178 505142 1
5698178 506142 1
5698178 507142 1
5698178 508142 1
5698178 509142 1
5698178 510142 1
5698178 511142 1
5698178 512142 1
5698178 513142 1
5698178 514142 1
5698178 515142 1
5698178 516142 1
5698178 517142 1
5698178 518142 1
5698178 519142 1
5698178 520142 1
5698178 521142 1
5698178 522142 1
5698178 523142 1
5698178 524142 1
5698178 525142 1
5698178 526142 1
5698178 527142 1
5698178 528142 1
5698178 529142 1
5698178 530142 1
5698178 531142 1
5698178 532142 1
5698178 533142 1
5698178 534142 1
5698178 535142 1
5699178 432142 1
5699178 433142 1
5699178 434142 1
5699178 435142 1
5699178 436142 1
5699178 437142 1
5699178 438142 1
5699178 439142 1
5699178 440142 1
5699178 441142 1
5699178 442142 1
5699178 443142 1
5699178 444142 1
5699178 445142 1
5699178 446142 1
5699178 447142 1
5699178 448142 1
5699178 449142 1
5699178 450142 1
5699178 451142 1
5699178 452142 1
5699178 453142 1
5699178 454142 1
5699178 455142 1
5699178 456142 1
5699178 457142 1
5699178 458142 1
5699178 459142 1
5699178 460142 1
5699178 461142 1
5699178 462142 1
5699178 463142 1
5699178 464142 1
5699178 465142 1
5699178 466142 1
5699178 467142 1
5699178 468142 1
5699178 469142 1
5699178 470142 1
5699178 471142 1
5699178 472142 1
5699178 473142 1
5699178 474142 1
5699178 475142 1
5699178 476142 1
5699178 477142 1
5699178 478142 1
5699178 479142 1
5699178 480142 1
5699178 481142 1
5699178 482142 1
5699178 483142 1
5699178 484142 1
5699178 485142 1
5699178 486142 1
5699178 487142 1
5699178 488142 1
5699178 489142 1
5699178 490142 1
5699178 491142 1
5699178 492142 1
5699178 493142 1
5699178 494142 1
5699178 495142 1
5699178 496142 1
5699178 497142 1
5699178 498142 1
5699178 499142 1
5699178 500142 1
5699178 501142 1
5699178 502142 1
5699178 503142 1
5699178 504142 1
5699178 505142 1
5699178 506142 1
5699178 507142 1
5699178 508142 1
5699178 509142 1
5699178 510142 1
5699178 511142 1
5699178 512142 1
5699178 513142 1
5699178 514142 1
5699178 515142 1
5699178 516142 1
5699178 517142 1
5699178 518142 1
5699178 519142 1
5699178 520142 1
5699178 521142 1
5699178 522142 1
5699178 523142 1
5699178 524142 1
5699178 525142 1
5699178 526142 1
5699178 527142 1
5699178 528142 1
5699178 529142 1
5699178 530142 1
5699178 531142 1
5699178 532142 1
5699178 533142 1
5699178 534142 1
5699178 535142 1
5700178 432142 1
5700178 433142 1
5700178 434142 1
5700178 435142 1
5700178 436142 1
5700178 437142 1
5700178 438142 1
5700178 439142 1
5700178 440142 1
5700178 441142 1
5700178 442142 1
5700178 443142 1
5700178 444142 1
5700178 445142 1
5700178 446142 1
5700178 447142 1
5700178 448142 1
5700178 449142 1
5700178 450142 1
5700178 451142 1
5700178 452142 1
5700178 453142 1
5700178 454142 1
5700178 455142 1
5700178 456142 1
5700178 457142 1
5700178 458142 1
5700178 459142 1
5700178 460142 1
5700178 461142 1
5700178 462142 1
5700178 463142 1
5700178 464142 1
5700178 465142 1
5700178 466142 1
5700178 467142 1
5700178 468142 1
5700178 469142 1
5700178 470142 1
5700178 471142 1
5700178 472142 1
5700178 473142 1
5700178 474142 1
5700178 475142 1
5700178 476142 1
5700178 477142 1
5700178 478142 1
5700178 479142 1
5700178 480142 1
5700178 481142 1
5700178 482142 1
5700178 483142 1
5700178 484142 1
5700178 485142 1
5700178 486142 1
5700178 487142 1
5700178 488142 1
5700178 489142 1
5700178 490142 1
5700178 491142 1
5700178 492142 1
5700178 493142 1
5700178 494142 1
5700178 495142 1
5700178 496142 1
5700178 497142 1
5700178 498142 1
5700178 499142 1
5700178 500142 1
5700178 501142 1
5700178 502142 1
5700178 503142 1
5700178 504142 1
5700178 505142 1
5700178 506142 1
5700178 507142 1
5700178 508142 1
5700178 509142 1
5700178 510142 1
5700178 511142 1
5700178 512142 1
5700178 513142 1
5700178 514142 1
5700178 515142 1
5700178 516142 1
5700178 517142 1
5700178 518142 1
5700178 519142 1
5700178 520142 1
5700178 521142 1
5700178 522142 1
5700178 523142 1
5700178 524142 1
5700178 525142 1
5700178 526142 1
5700178 527142 1
5700178 528142 1
5700178 529142 1
5700178 530142 1
5700178 531142 1
5700178 532142 1
5700178 533142 1
5700178 534142 1
5700178 535142 1
5701178 432142 1
5701178 433142 1
5701178 434142 1
5701178 435142 1
5701178 436142 1
5701178 437142 1
5701178 438142 1
5701178 439142 1
5701178 440142 1
5701178 441142 1
5701178 442142 1
5701178 443142 1
5701178 444142 1
5701178 445142 1
5701178 446142 1
5701178 447142 1
5701178 448142 1
5701178 449142 1
5701178 450142 1
5701178 451142 1
5701178 452142 1
5701178 453142 1
5701178 454142 1
5701178 455142 1
5701178 456142 1
5701178 457142 1
5701178 458142 1
5701178 459142 1
5701178 460142 1
5701178 461142 1
5701178 462142 1
5701178 463142 1
5701178 464142 1
5701178 465142 1
5701178 466142 1
5701178 467142 1
5701178 468142 1
5701178 469142 1
5701178 470142 1
5701178 471142 1
5701178 472142 1
5701178 473142 1
5701178 474142 1
5701178 475142 1
5701178 476142 1
5701178 477142 1
5701178 478142 1
5701178 479142 1
5701178 480142 1
5701178 481142 1
5701178 482142 1
5701178 483142 1
5701178 484142 1
5701178 485142 1
5701178 486142 1
5701178 487142 1
5701178 488142 1
5701178 489142 1
5701178 490142 1
5701178 491142 1
5701178 492142 1
5701178 493142 1
5701178 494142 1
5701178 495142 1
5701178 496142 1
5701178 497142 1
5701178 498142 1
5701178 499142 1
5701178 500142 1
5701178 501142 1
5701178 502142 1
5701178 503142 1
5701178 504142 1
5701178 505142 1
5701178 506142 1
5701178 507142 1
5701178 508142 1
5701178 509142 1
5701178 510142 1
5701178 511142 1
5701178 512142 1
5701178 513142 1
5701178 514142 1
5701178 515142 1
5701178 516142 1
5701178 517142 1
5701178 518142 1
5701178 519142 1
5701178 520142 1
5701178 521142 1
5701178 522142 1
5701178 523142 1
5701178 524142 1
5701178 525142 1
5701178 526142 1
5701178 527142 1
5701178 528142 1
5701178 529142 1
5701178 530142 1
5701178 531142 1
5701178 532142 1
5701178 533142 1
5701178 534142 1
5701178 535142 1
5702178 432142 1
5702178 433142 1
5702178 434142 1
5702178 435142 1
5702178 436142 1
5702178 437142 1
5702178 438142 1
5702178 439142 1
5702178 440142 1
5702178 441142 1
5702178 442142 1
5702178 443142 1
5702178 444142 1
5702178 445142 1
5702178 446142 1
5702178 447142 1
5702178 448142 1
5702178 449142 1
5702178 450142 1
5702178 451142 1
5702178 452142 1
5702178 453142 1
5702178 454142 1
5702178 455142 1
5702178 456142 1
5702178 457142 1
5702178 458142 1
5702178 459142 1
5702178 460142 1
5702178 461142 1
5702178 462142 1
5702178 463142 1
5702178 464142 1
5702178 465142 1
5702178 466142 1
5702178 467142 1
5702178 468142 1
5702178 469142 1
5702178 470142 1
5702178 471142 1
5702178 472142 1
5702178 473142 1
5702178 474142 1
5702178 475142 1
5702178 476142 1
5702178 477142 1
5702178 478142 1
5702178 479142 1
5702178 480142 1
5702178 481142 1
5702178 482142 1
5702178 483142 1
5702178 484142 1
5702178 485142 1
5702178 486142 1
5702178 487142 1
5702178 488142 1
5702178 489142 1
5702178 490142 1
5702178 491142 1
5702178 492142 1
5702178 493142 1
5702178 494142 1
5702178 495142 1
5702178 496142 1
5702178 497142 1
5702178 498142 1
5702178 499142 1
5702178 500142 1
5702178 501142 1
5702178 502142 1
5702178 503142 1
5702178 504142 1
5702178 505142 1
5702178 506142 1
5702178 507142 1
5702178 508142 1
5702178 509142 1
5702178 510142 1
5702178 511142 1
5702178 512142 1
5702178 513142 1
5702178 514142 1
5702178 515142 1
5702178 516142 1
5702178 517142 1
5702178 518142 1
5702178 519142 1
5702178 520142 1
5702178 521142 1
5702178 522142 1
5702178 523142 1
5702178 524142 1
5702178 525142 1
5702178 526142 1
5702178 527142 1
5702178 528142 1
5702178 529142 1
5702178 530142 1
5702178 531142 1
5702178 532142 1
5702178 533142 1
5702178 534142 1
5702178 535142 1
5703178 432142 1
5703178 433142 1
5703178 434142 1
5703178 435142 1
5703178 436142 1
5703178 437142 1
5703178 438142 1
5703178 439142 1
5703178 440142 1
5703178 441142 1
5703178 442142 1
5703178 443142 1
5703178 444142 1
5703178 445142 1
5703178 446142 1
5703178 447142 1
5703178 448142 1
5703178 449142 1
5703178 450142 1
5703178 451142 1
5703178 452142 1
5703178 453142 1
5703178 454142 1
5703178 455142 1
5703178 456142 1
5703178 457142 1
5703178 458142 1
5703178 459142 1
5703178 460142 1
5703178 461142 1
5703178 462142 1
5703178 463142 1
5703178 464142 1
5703178 465142 1
5703178 466142 1
5703178 467142 1
5703178 468142 1
5703178 469142 1
5703178 470142 1
5703178 471142 1
5703178 472142 1
5703178 473142 1
5703178 474142 1
5703178 475142 1
5703178 476142 1
5703178 477142 1
5703178 478142 1
5703178 479142 1
5703178 480142 1
5703178 481142 1
5703178 482142 1
5703178 483142 1
5703178 484142 1
5703178 485142 1
5703178 486142 1
5703178 487142 1
5703178 488142 1
5703178 489142 1
5703178 490142 1
5703178 491142 1
5703178 492142 1
5703178 493142 1
5703178 494142 1
5703178 495142 1
5703178 496142 1
5703178 497142 1
5703178 498142 1
5703178 499142 1
5703178 500142 1
5703178 501142 1
5703178 502142 1
5703178 503142 1
5703178 504142 1
5703178 505142 1
5703178 506142 1
5703178 507142 1
5703178 508142 1
5703178 509142 1
5703178 510142 1
5703178 511142 1
5703178 512142 1
5703178 513142 1
5703178 514142 1
5703178 515142 1
5703178 516142 1
5703178 517142 1
5703178 518142 1
5703178 519142 1
5703178 520142 1
5703178 521142 1
5703178 522142 1
5703178 523142 1
5703178 524142 1
5703178 525142 1
5703178 526142 1
5703178 527142 1
5703178 528142 1
5703178 529142 1
5703178 530142 1
5703178 531142 1
5703178 532142 1
5703178 533142 1
5703178 534142 1
5703178 535142 1
5704178 432142 1
5704178 433142 1
5704178 434142 1
5704178 435142 1
5704178 436142 1
5704178 437142 1
5704178 438142 1
5704178 439142 1
5704178 440142 1
5704178 441142 1
5704178 442142 1
5704178 443142 1
5704178 444142 1
5704178 445142 1
5704178 446142 1
5704178 447142 1
5704178 448142 1
5704178 449142 1
5704178 450142 1
5704178 451142 1
5704178 452142 1
5704178 453142 1
5704178 454142 1
5704178 455142 1
5704178 456142 1
5704178 457142 1
5704178 458142 1
5704178 459142 1
5704178 460142 1
5704178 461142 1
5704178 462142 1
5704178 463142 1
5704178 464142 1
5704178 465142 1
5704178 466142 1
5704178 467142 1
5704178 468142 1
5704178 469142 1
5704178 470142 1
5704178 471142 1
5704178 472142 1
5704178 473142 1
5704178 474142 1
5704178 475142 1
5704178 476142 1
5704178 477142 1
5704178 478142 1
5704178 479142 1
5704178 480142 1
5704178 481142 1
5704178 482142 1
5704178 483142 1
5704178 484142 1
5704178 485142 1
5704178 486142 1
5704178 487142 1
5704178 488142 1
5704178 489142 1
5704178 490142 1
5704178 491142 1
5704178 492142 1
5704178 493142 1
5704178 494142 1
5704178 495142 1
5704178 496142 1
5704178 497142 1
5704178 498142 1
5704178 499142 1
5704178 500142 1
5704178 501142 1
5704178 502142 1
5704178 503142 1
5704178 504142 1
5704178 505142 1
5704178 506142 1
5704178 507142 1
5704178 508142 1
5704178 509142 1
5704178 510142 1
5704178 511142 1
5704178 512142 1
5704178 513142 1
5704178 514142 1
5704178 515142 1
5704178 516142 1
5704178 517142 1
5704178 518142 1
5704178 519142 1
5704178 520142 1
5704178 521142 1
5704178 522142 1
5704178 523142 1
5704178 524142 1
5704178 525142 1
5704178 526142 1
5704178 527142 1
5704178 528142 1
5704178 529142 1
5704178 530142 1
5704178 531142 1
5704178 532142 1
5704178 533142 1
5704178 534142 1
5704178 535142 1
5705178 432142 1
5705178 433142 1
5705178 434142 1
5705178 435142 1
5705178 436142 1
5705178 437142 1
5705178 438142 1
5705178 439142 1
5705178 440142 1
5705178 441142 1
5705178 442142 1
5705178 443142 1
5705178 444142 1
5705178 445142 1
5705178 446142 1
5705178 447142 1
5705178 448142 1
5705178 449142 1
5705178 450142 1
5705178 451142 1
5705178 452142 1
5705178 453142 1
5705178 454142 1
5705178 455142 1
5705178 456142 1
5705178 457142 1
5705178 458142 1
5705178 459142 1
5705178 460142 1
5705178 461142 1
5705178 462142 1
5705178 463142 1
5705178 464142 1
5705178 465142 1
5705178 466142 1
5705178 467142 1
5705178 468142 1
5705178 469142 1
5705178 470142 1
5705178 471142 1
5705178 472142 1
5705178 473142 1
5705178 474142 1
5705178 475142 1
5705178 476142 1
5705178 477142 1
5705178 478142 1
5705178 479142 1
5705178 480142 1
5705178 481142 1
5705178 482142 1
5705178 483142 1
5705178 484142 1
5705178 485142 1
5705178 486142 1
5705178 487142 1
5705178 488142 1
5705178 489142 1
5705178 490142 1
5705178 491142 1
5705178 492142 1
5705178 493142 1
5705178 494142 1
5705178 495142 1
5705178 496142 1
5705178 497142 1
5705178 498142 1
5705178 499142 1
5705178 500142 1
5705178 501142 1
5705178 502142 1
5705178 503142 1
5705178 504142 1
5705178 505142 1
5705178 506142 1
5705178 507142 1
5705178 508142 1
5705178 509142 1
5705178 510142 1
5705178 511142 1
5705178 512142 1
5705178 513142 1
5705178 514142 1
5705178 515142 1
5705178 516142 1
5705178 517142 1
5705178 518142 1
5705178 519142 1
5705178 520142 1
5705178 521142 1
5705178 522142 1
5705178 523142 1
5705178 524142 1
5705178 525142 1
5705178 526142 1
5705178 527142 1
5705178 528142 1
5705178 529142 1
5705178 530142 1
5705178 531142 1
5705178 532142 1
5705178 533142 1
5705178 534142 1
5705178 535142 1
5706178 432142 1
5706178 433142 1
5706178 434142 1
5706178 435142 1
5706178 436142 1
5706178 437142 1
5706178 438142 1
5706178 439142 1
5706178 440142 1
5706178 441142 1
5706178 442142 1
5706178 443142 1
5706178 444142 1
5706178 445142 1
5706178 446142 1
5706178 447142 1
5706178 448142 1
5706178 449142 1
5706178 450142 1
5706178 451142 1
5706178 452142 1
5706178 453142 1
5706178 454142 1
5706178 455142 1
5706178 456142 1
5706178 457142 1
5706178 458142 1
5706178 459142 1
5706178 460142 1
5706178 461142 1
5706178 462142 1
5706178 463142 1
5706178 464142 1
5706178 465142 1
5706178 466142 1
5706178 467142 1
5706178 468142 1
5706178 469142 1
5706178 470142 1
5706178 471142 1
5706178 472142 1
5706178 473142 1
5706178 474142 1
5706178 475142 1
5706178 476142 1
5706178 477142 1
5706178 478142 1
5706178 479142 1
5706178 480142 1
5706178 481142 1
5706178 482142 1
5706178 483142 1
5706178 484142 1
5706178 485142 1
5706178 486142 1
5706178 487142 1
5706178 488142 1
5706178 489142 1
5706178 490142 1
5706178 491142 1
5706178 492142 1
5706178 493142 1
5706178 494142 1
5706178 495142 1
5706178 496142 1
5706178 497142 1
5706178 498142 1
5706178 499142 1
5706178 500142 1
5706178 501142 1
5706178 502142 1
5706178 503142 1
5706178 504142 1
5706178 505142 1
5706178 506142 1
5706178 507142 1
5706178 508142 1
5706178 509142 1
5706178 510142 1
5706178 511142 1
5706178 512142 1
5706178 513142 1
5706178 514142 1
5706178 515142 1
5706178 516142 1
5706178 517142 1
5706178 518142 1
5706178 519142 1
5706178 520142 1
5706178 521142 1
5706178 522142 1
5706178 523142 1
5706178 524142 1
