1 45.269634 97.98814
2 37.339764 94.9222
3 34.374542 86.90961
4 32.28117 95.42281
5 26.981592 89.6275
6 21.527864 96.30252
7 10.7546625 116.78308
8 7.9521666 113.92369
9 8.483916 123.42947
10 11.426836 97.285515
11 15.784681 95.95421
12 18.905983 100.36353
13 19.54458 100.83973
14 19.95507 99.71844
15 19.005535 95.130775
16 16.990194 153.98158
17 15.721798 137.62909
18 15.077791 135.1177
19 14.765301 138.40671
20 13.094584 138.47112
21 12.0302725 97.09892
22 11.589602 98.24777
23 10.773887 103.01309
24 10.244818 101.05052
25 9.431019 140.98004
26 9.38427 138.76085
27 9.531836 137.43388
28 9.543575 135.64279
29 9.312478 132.72862
30 8.434323 176.3741
31 7.5456257 176.90697
32 6.7403326 179.48602
33 6.040201 138.81223
34 5.123778 140.94272
35 4.012487 141.94005
36 2.8009596 141.4114
37 2.36936 143.74792
