18.980412 101.57254
6.627015 91.13623
7.3480983 37.652554
7.3513856 56.866295
7.7912226 82.71783
8.30293 65.84401
10.527737 94.62889
7.627167 91.8687
6.0242596 82.78911
6.5791454 102.47552
10.044858 79.531654
11.550449 86.95809
11.796231 89.664894
9.600296 111.2218
7.3159966 121.64238
11.040694 143.14339
13.508854 152.06174
9.093128 149.63554
5.328401 144.59349
5.0049314 144.68802
3.7256303 142.73172
3.6556418 136.57394
3.9758525 131.28864
3.6745625 126.08888
3.2715368 124.387726
3.3486235 147.26076
3.809339 155.50598
3.8616462 156.82056
3.4958622 160.26779
2.6106918 169.71808
1.908387 189.30327
1.7026731 222.26105
1.8875273 245.0231
1.8713601 247.46245
1.5770077 242.87259
1.0823547 239.9332
0.8997718 233.99837
