7.4108815 130.75302
2.2832646 89.0618
2.2759783 85.47404
6.282978 108.16897
11.532703 81.00729
13.739446 98.86604
10.691915 104.833084
8.5433235 109.485886
4.011248 121.1879
8.615714 79.409195
17.592775 84.50489
21.361002 89.79158
20.3713 95.99769
18.04762 94.095726
14.146657 88.36798
11.489837 81.66792
10.225478 75.19879
8.948743 58.33361
8.50955 29.045937
7.810228 40.035107
8.35078 43.561802
7.4035945 44.813408
6.7763486 52.274426
6.6255817 51.99931
6.407079 51.214924
6.034498 52.387646
5.893981 53.26078
5.5203586 51.312244
4.634017 47.231403
3.1291108 38.403763
2.1800437 359.36487
2.9850438 324.29312
3.2492936 319.6234
2.5480492 326.73187
1.7518258 335.12976
1.1166128 341.8902
0.82125795 337.77322
