18.148117 91.687035
11.807573 60.60132
6.7948136 66.68043
4.2062244 55.65907
4.2928643 140.19145
3.2586687 52.708614
7.5300684 63.592384
6.5367265 67.18447
1.0721871 110.22241
4.664227 55.459698
9.919758 80.70726
11.586777 58.351192
11.518102 53.002224
13.515906 55.315685
17.959637 44.210613
23.156122 40.793545
22.323757 38.659725
18.34347 32.85776
15.474548 27.423325
13.423852 17.34002
12.036052 10.229393
10.363829 3.9830246
9.651889 346.40036
9.673095 331.26157
9.00887 321.89685
7.854395 313.11136
5.434679 311.74365
5.265368 300.63
6.683101 294.22766
7.1788564 297.18414
7.8884115 302.6862
9.045982 307.0415
9.084392 310.15945
8.358044 311.75214
6.9600945 311.72095
4.9216504 312.33344
4.1490474 312.2489
