15.510927 117.96556
8.772192 105.70129
5.4817195 50.678986
9.837203 84.05568
7.5560284 79.56799
12.942331 86.77735
11.923539 103.337395
8.079942 96.676834
6.9934764 100.56966
8.1524315 106.915565
12.704458 104.97638
15.66098 101.13187
15.299488 114.40909
14.394661 122.80818
15.6038 116.45317
17.780437 116.40146
16.534266 123.54933
14.921557 122.70911
10.795048 123.89815
10.452001 113.73379
9.33159 106.078896
8.06632 112.474915
7.644314 114.39776
6.0187893 119.36778
4.6980705 130.49414
3.6797001 134.82317
3.585436 130.22827
4.180222 125.99429
5.159076 127.7435
4.7479014 126.49585
3.6364486 123.69541
3.4774342 121.06417
3.3171008 121.14902
2.8140073 119.81046
2.1404452 117.80727
1.4805659 122.67612
1.3690277 125.07615
