7.285317 98.41165
3.361893 61.15557
6.737495 48.797367
6.1330953 107.8043
10.940122 81.40669
15.293787 105.39488
11.120893 103.75407
5.861093 116.887085
4.0969863 115.0809
10.547861 73.462555
19.023396 72.51451
25.417688 81.2671
23.749615 86.379486
19.939295 85.22836
17.106493 84.200645
14.237083 83.709465
12.044404 78.69432
11.013259 76.83739
7.012293 56.493633
5.5445924 83.96467
4.717192 61.334198
4.331183 50.666153
3.3927717 54.01759
2.489758 55.241264
2.4268715 64.37803
3.3883357 77.1808
4.5803328 87.81675
4.589581 87.20977
4.0641932 84.41907
3.2802503 84.43219
2.8733017 92.974556
2.84832 107.12256
2.0504477 102.535255
1.8047594 92.94236
1.4964396 88.118034
1.0866692 93.28169
0.956928 102.56462
