18.74097 90.42039
12.125866 53.96691
10.837325 82.951324
3.2793856 10.108376
2.1248982 38.06511
6.552454 53.39349
12.357191 83.00273
5.0803986 96.65095
2.39057 57.981762
7.1873107 60.925117
11.134863 70.04027
12.821249 67.253395
14.573144 58.06572
12.529166 50.974846
15.02797 30.04092
17.285341 24.943985
17.871082 13.839172
18.21919 5.999443
16.891235 6.247154
14.843505 355.76254
12.607968 345.26678
9.704946 347.26025
9.570306 341.04938
9.6624775 330.7802
8.343934 319.80896
6.289122 312.81415
4.7131095 314.84363
4.563078 312.9591
5.049133 309.91132
5.637763 309.3603
6.516084 308.54553
7.6833243 309.69452
8.326049 312.5511
8.079597 314.60025
6.7875214 315.71628
4.7254086 316.51602
3.932445 316.52023
