20.767971 89.75342
13.794471 70.22032
6.795225 122.45651
6.5576253 32.5977
1.4880792 118.37087
4.3460464 71.73719
4.1332912 51.01345
4.8277516 74.139496
0.80189645 91.37412
3.2707503 94.00624
9.163102 52.691467
13.249647 52.99654
11.979562 52.895687
12.022212 34.80894
15.137476 23.364777
18.67706 15.44783
20.518003 15.227173
22.528187 9.284973
22.430056 10.623474
16.492447 4.983986
13.282492 5.716667
12.236685 359.4772
11.240659 348.04825
10.094918 341.89188
9.660507 336.66388
9.022498 329.65436
6.3796754 327.1833
4.8308167 328.76874
3.7345192 329.8176
3.7829585 324.1162
4.7681108 323.91986
5.6004806 329.07388
5.7882476 332.5808
5.390349 336.50345
4.35242 338.23352
2.9904249 338.47797
2.6437252 337.0304
